Temp(V),Res in miliohms-cm
129.17,1.662716
129.19,1.66419904
129.23,1.66408496
129.27,1.66431312
129.31,1.66431312
129.34,1.66454128
129.38,1.6644272
129.42,1.6644272
129.46,1.6644272
129.51,1.66465536
129.53,1.66579616
129.55,1.66454128
129.6,1.66488352
129.64,1.66488352
129.7,1.6649976
129.75,1.6649976
129.8,1.6649976
129.85,1.6649976
129.89,1.66522576
129.9,1.66636656
129.93,1.6752648
129.94,1.66522576
129.98,1.66533984
130.03,1.66545392
130.08,1.66545392
130.13,1.665568
130.18,1.66568208
130.23,1.66659472
130.24,1.66579616
130.29,1.66579616
130.35,1.66579616
130.4,1.66591024
130.46,1.66602432
130.51,1.66602432
130.54,1.66716512
130.58,1.66602432
130.63,1.66591024
130.69,1.6661384
130.74,1.67674784
130.75,1.66625248
130.81,1.66636656
130.84,1.66739328
130.88,1.66648064
130.94,1.66659472
131,1.66625248
131.06,1.66636656
131.12,1.66705104
131.13,1.66762144
131.19,1.66716512
131.26,1.66739328
131.33,1.66750736
131.39,1.66739328
131.4,1.66796368
131.45,1.66716512
131.53,1.66750736
131.56,1.67845904
131.6,1.66739328
131.66,1.66830592
131.67,1.66762144
131.74,1.66773552
131.81,1.66796368
131.88,1.66796368
131.91,1.66842
131.96,1.66796368
132.03,1.66819184
132.1,1.66819184
132.15,1.66864816
132.18,1.66819184
132.26,1.66830592
132.34,1.66842
132.37,1.6689904
132.38,1.68062656
132.41,1.66842
132.48,1.66853408
132.56,1.66842
132.58,1.66921856
132.64,1.66864816
132.73,1.66876224
132.79,1.6695608
132.82,1.66887632
132.9,1.6689904
132.98,1.66910448
132.99,1.66944672
133.07,1.66921856
133.14,1.66921856
133.16,1.66967488
133.22,1.68233776
133.23,1.66933264
133.31,1.66944672
133.35,1.66978896
133.4,1.66933264
133.49,1.66967488
133.53,1.6701312
133.59,1.66978896
133.67,1.66978896
133.69,1.67024528
133.75,1.66990304
133.83,1.67001712
133.85,1.67047344
133.92,1.6701312
134,1.67047344
134.01,1.67024528
134.05,1.68450528
134.09,1.6701312
134.15,1.66944672
134.17,1.67035936
134.25,1.67035936
134.3,1.66990304
134.33,1.67058752
134.42,1.67058752
134.43,1.6718424
134.49,1.6707016
134.56,1.67104384
134.57,1.6707016
134.64,1.67081568
134.67,1.67115792
134.7,1.67081568
134.77,1.6701312
134.77,1.67104384
134.82,1.67115792
134.84,1.671272
134.88,1.67104384
134.9,1.68598832
134.9,1.671272
134.92,1.67115792
134.95,1.67115792
134.96,1.67115792
134.99,1.671272
134.99,1.671272
135.01,1.6649976
135.02,1.67115792
135.03,1.67115792
135.03,1.6649976
135.04,1.66511168
135.05,1.67115792
135.05,1.67115792
135.05,1.6649976
135.75,1.6832504
136.6,1.68051248
137.47,1.6729832
138.33,1.67207056
139.2,1.6729832
140.07,1.674124
140.93,1.6752648
141.78,1.67594928
142.64,1.67663376
143.48,1.6530192
144.32,1.66819184
145.13,1.66796368
145.92,1.67207056
146.68,1.67332544
147.38,1.67549296
148.04,1.6775464
148.63,1.6792576
149.12,1.6803984
149.54,1.68108288
149.87,1.68165328
150.15,1.63841696
150.37,1.6393296
150.47,1.63465232
150.53,1.64172528
150.6,1.6410408
150.66,1.6410408
150.71,1.64126896
150.76,1.64126896
150.82,1.64138304
150.88,1.64138304
150.94,1.64126896
150.99,1.64138304
151.05,1.64138304
151.09,1.63796064
151.14,1.6416112
151.18,1.6416112
151.23,1.63910144
151.26,1.62575408
151.32,1.64206752
151.37,1.64206752
151.42,1.64229568
151.48,1.64195344
151.52,1.6421816
151.57,1.64183936
151.62,1.64206752
151.67,1.64206752
151.72,1.64206752
151.76,1.64195344
151.81,1.64206752
151.85,1.64195344
151.9,1.6421816
151.95,1.6421816
152,1.64195344
152.05,1.64229568
152.11,1.6421816
152.16,1.64206752
152.22,1.64206752
152.26,1.64229568
152.31,1.64229568
152.35,1.6421816
152.4,1.64240976
152.45,1.64240976
152.5,1.6421816
152.55,1.64240976
152.6,1.64240976
152.65,1.64240976
152.7,1.64240976
152.75,1.64252384
152.8,1.64252384
152.85,1.6421816
152.9,1.64240976
152.95,1.64240976
153,1.64286608
153.04,1.64298016
153.09,1.64320832
153.15,1.64298016
153.2,1.64263792
153.25,1.642752
153.29,1.64298016
153.34,1.64286608
153.4,1.64172528
153.44,1.64320832
153.49,1.64286608
153.53,1.64286608
154.11,1.62096272
154.15,1.62096272
154.2,1.62096272
154.25,1.62096272
154.3,1.62096272
154.35,1.62084864
154.39,1.62084864
154.45,1.62073456
154.49,1.62073456
154.53,1.62084864
154.58,1.62073456
154.63,1.62073456
154.68,1.62073456
154.74,1.62073456
154.8,1.62073456
154.85,1.62062048
154.9,1.62062048
154.95,1.62062048
155,1.62062048
155.04,1.6205064
155.09,1.62062048
155.14,1.62062048
155.19,1.6205064
155.25,1.6205064
155.31,1.6205064
155.37,1.62039232
155.42,1.62039232
155.47,1.62039232
155.52,1.62039232
155.57,1.62039232
155.62,1.62039232
155.67,1.62027824
155.73,1.62027824
155.79,1.62027824
155.85,1.62027824
155.91,1.62027824
155.96,1.62027824
156.02,1.62016416
156.07,1.62016416
156.12,1.62016416
156.17,1.62016416
156.23,1.62016416
156.28,1.62016416
156.34,1.62016416
156.4,1.62016416
156.46,1.62005008
156.51,1.62005008
156.57,1.62005008
156.63,1.62005008
156.69,1.62005008
156.74,1.619936
156.8,1.619936
156.86,1.619936
156.92,1.619936
156.98,1.619936
157.04,1.61982192
157.1,1.61982192
157.16,1.61982192
157.22,1.61970784
157.28,1.61970784
157.34,1.61970784
157.39,1.61970784
157.46,1.61970784
157.52,1.61970784
157.58,1.61970784
157.64,1.61970784
157.7,1.61970784
157.76,1.61947968
157.83,1.61947968
157.89,1.61947968
157.95,1.61947968
158.01,1.61947968
158.08,1.61947968
158.14,1.61947968
158.2,1.61947968
158.26,1.6193656
158.32,1.6193656
158.38,1.6193656
158.45,1.61925152
158.52,1.61925152
158.58,1.61925152
158.65,1.61925152
158.7,1.61913744
158.76,1.61913744
158.83,1.61913744
158.89,1.61902336
158.96,1.61913744
159.03,1.62404288
159.1,1.60670272
159.16,1.60670272
159.23,1.6068168
159.29,1.60693088
159.35,1.60670272
159.41,1.60670272
159.48,1.60670272
159.56,1.60670272
159.63,1.60658864
159.7,1.60658864
159.76,1.60658864
159.81,1.60658864
159.88,1.60658864
159.95,1.60658864
160.01,1.60658864
160.07,1.60670272
160.14,1.60647456
160.21,1.60647456
160.28,1.60647456
160.34,1.60647456
160.41,1.60636048
160.47,1.60647456
160.54,1.60636048
160.61,1.60636048
160.67,1.6062464
160.73,1.60636048
160.8,1.60636048
160.87,1.6062464
160.93,1.6062464
161,1.6062464
161.06,1.6062464
161.12,1.6062464
161.19,1.60613232
161.25,1.60613232
161.32,1.60579008
161.38,1.60636048
161.45,1.60613232
161.51,1.60590416
161.57,1.60601824
161.63,1.60601824
161.69,1.60590416
162.26,1.60647456
162.33,1.60579008
162.39,1.60556192
162.44,1.60579008
162.5,1.605676
162.55,1.605676
162.61,1.605676
162.66,1.60556192
162.72,1.60556192
162.79,1.60556192
162.86,1.60556192
162.92,1.60556192
162.98,1.60544784
163.04,1.60544784
163.09,1.605676
163.15,1.60533376
163.21,1.60533376
163.27,1.60533376
163.34,1.60533376
163.41,1.60521968
163.46,1.60533376
163.52,1.60533376
163.58,1.60533376
163.64,1.60521968
163.7,1.60521968
163.76,1.6051056
163.82,1.60521968
163.88,1.60521968
163.94,1.6051056
164,1.6051056
164.06,1.6051056
164.12,1.60499152
164.18,1.60499152
164.24,1.60499152
164.3,1.60487744
164.37,1.60487744
164.43,1.60487744
164.49,1.60476336
164.55,1.60464928
164.61,1.60442112
164.67,1.60476336
164.73,1.60476336
164.79,1.60476336
164.85,1.60476336
164.91,1.60487744
164.97,1.60464928
165.03,1.6045352
165.09,1.6045352
165.15,1.6045352
165.21,1.6045352
165.27,1.60442112
165.33,1.60442112
165.39,1.60442112
165.45,1.60442112
165.51,1.60442112
165.56,1.60430704
165.62,1.605676
165.67,1.60442112
165.72,1.60442112
165.77,1.60419296
165.83,1.6045352
165.88,1.60373664
165.93,1.60407888
165.99,1.60316624
166.05,1.60328032
166.1,1.6039648
166.15,1.60407888
166.2,1.6039648
166.25,1.6039648
166.29,1.60385072
166.53,1.60373664
166.59,1.60373664
166.63,1.60373664
166.68,1.60373664
166.74,1.60316624
166.78,1.60362256
166.82,1.6039648
166.87,1.60350848
166.92,1.60350848
166.98,1.60362256
167.03,1.6033944
167.08,1.60350848
167.14,1.6033944
167.2,1.6033944
167.25,1.60328032
167.3,1.60350848
167.35,1.60328032
167.39,1.6033944
167.45,1.60328032
167.5,1.60328032
167.55,1.60316624
167.6,1.60316624
167.66,1.60316624
167.72,1.60316624
167.76,1.60316624
167.82,1.60305216
167.87,1.60316624
167.93,1.60293808
167.98,1.60293808
168.04,1.60293808
168.09,1.60293808
168.15,1.602824
168.2,1.602824
168.26,1.602824
168.31,1.602824
168.37,1.60270992
168.43,1.60270992
168.48,1.60270992
168.54,1.60270992
168.59,1.60293808
168.66,1.60270992
168.71,1.60270992
168.77,1.60270992
168.82,1.60248176
168.88,1.60248176
168.94,1.60259584
169,1.60236768
169.06,1.60236768
169.12,1.60248176
169.17,1.60248176
169.23,1.60236768
169.29,1.6022536
169.35,1.6022536
169.41,1.60248176
169.46,1.60213952
169.52,1.60213952
169.57,1.60213952
169.63,1.60213952
169.69,1.60202544
169.76,1.60202544
169.83,1.6022536
169.89,1.60179728
169.94,1.60213952
170,1.60191136
170.06,1.60191136
170.11,1.60179728
170.18,1.60191136
170.23,1.60191136
170.29,1.60191136
170.36,1.6016832
170.43,1.60179728
170.5,1.60156912
170.55,1.60179728
170.6,1.60156912
170.66,1.60156912
170.72,1.60156912
170.79,1.60156912
170.86,1.60134096
170.92,1.60134096
170.98,1.60122688
171.04,1.6011128
171.1,1.6011128
171.15,1.60122688
171.21,1.60122688
171.27,1.6011128
171.34,1.60122688
171.4,1.6011128
171.46,1.60099872
171.52,1.60099872
171.58,1.60099872
171.64,1.60099872
171.7,1.60088464
171.76,1.60077056
171.82,1.60077056
171.88,1.60065648
171.95,1.6005424
172.01,1.6005424
172.06,1.60042832
172.12,1.6005424
172.18,1.6005424
172.24,1.60042832
172.3,1.60031424
172.35,1.60065648
172.41,1.60020016
172.47,1.6005424
172.53,1.60031424
172.59,1.60020016
172.64,1.60020016
172.7,1.60008608
172.75,1.60008608
172.81,1.60008608
172.86,1.599972
172.92,1.599972
172.97,1.59985792
173.02,1.599972
173.08,1.59985792
173.13,1.59985792
173.18,1.59985792
173.23,1.59974384
173.28,1.59962976
173.32,1.59974384
173.37,1.59962976
173.41,1.59962976
173.45,1.59951568
173.5,1.59951568
173.55,1.5994016
173.59,1.5994016
173.65,1.59962976
173.81,1.59848896
173.85,1.59905936
173.88,1.5994016
173.92,1.5994016
173.97,1.59951568
174.01,1.5994016
174.05,1.5994016
174.1,1.5994016
174.15,1.59928752
174.19,1.59928752
174.23,1.59928752
174.28,1.59928752
174.32,1.5994016
174.36,1.59905936
174.4,1.59894528
174.44,1.5988312
174.48,1.5988312
174.52,1.5988312
174.56,1.5988312
174.61,1.5988312
174.66,1.59871712
174.7,1.5988312
174.74,1.59860304
174.79,1.59860304
174.83,1.59871712
174.87,1.59860304
174.9,1.59860304
174.95,1.59860304
174.99,1.59848896
175.04,1.59837488
175.07,1.59837488
175.11,1.59837488
175.15,1.5982608
175.19,1.59837488
175.23,1.5982608
175.28,1.5982608
175.32,1.59814672
175.36,1.59803264
175.4,1.59803264
175.44,1.59814672
175.49,1.59814672
175.52,1.59803264
175.57,1.59814672
175.6,1.59803264
175.65,1.59803264
175.68,1.59803264
176.02,1.59575104
176.06,1.59814672
176.1,1.5982608
176.14,1.59803264
176.18,1.59803264
176.22,1.59803264
176.26,1.59791856
176.3,1.59791856
176.35,1.59803264
176.39,1.59791856
176.43,1.59780448
176.47,1.59791856
176.51,1.59780448
176.55,1.59780448
176.59,1.5976904
176.64,1.59780448
176.68,1.59757632
176.72,1.59757632
176.76,1.5976904
176.81,1.59757632
176.85,1.59734816
176.89,1.59757632
176.93,1.59746224
176.97,1.59746224
177.02,1.59734816
177.06,1.59734816
177.1,1.59734816
177.14,1.59746224
177.18,1.59734816
177.22,1.59723408
177.27,1.59723408
177.33,1.59734816
177.37,1.59723408
177.42,1.59734816
177.47,1.59712
177.51,1.59712
177.56,1.59700592
177.6,1.59700592
177.63,1.59700592
177.67,1.59700592
177.72,1.59700592
177.77,1.59689184
177.82,1.59700592
177.87,1.59689184
177.92,1.59677776
177.97,1.59689184
178.02,1.59700592
178.07,1.59666368
178.11,1.59677776
178.15,1.59677776
178.2,1.59666368
178.25,1.59677776
178.29,1.59666368
178.34,1.5965496
178.4,1.5965496
178.45,1.59632144
178.5,1.5965496
178.55,1.5965496
178.6,1.59609328
178.64,1.58844992
178.69,1.58890624
178.74,1.58936256
178.79,1.58867808
178.84,1.58867808
178.89,1.58867808
178.95,1.588564
179,1.58879216
179.05,1.58890624
179.1,1.58833584
179.14,1.58833584
179.2,1.58787952
179.25,1.58844992
179.31,1.58867808
179.36,1.588564
179.41,1.58833584
179.47,1.58822176
179.53,1.58822176
179.57,1.58844992
179.63,1.58822176
179.68,1.58833584
179.73,1.58833584
179.79,1.58810768
179.85,1.58822176
179.89,1.58810768
179.95,1.58844992
180.01,1.58833584
180.07,1.58844992
180.13,1.58810768
180.18,1.58810768
180.23,1.5879936
180.29,1.58879216
180.35,1.58833584
180.41,1.58776544
180.46,1.58822176
180.51,1.58787952
180.57,1.58708096
180.63,1.58776544
180.69,1.58822176
180.75,1.58765136
180.81,1.58810768
180.87,1.5879936
180.92,1.58902032
180.98,1.58708096
181.03,1.5874232
181.1,1.58708096
181.17,1.58787952
181.23,1.58753728
181.29,1.58753728
181.35,1.58730912
181.41,1.58753728
181.46,1.58708096
181.52,1.5868528
181.58,1.58719504
181.64,1.58719504
181.71,1.58719504
181.78,1.58696688
181.84,1.58719504
181.9,1.58776544
181.96,1.5868528
182.01,1.58730912
182.07,1.58525568
182.14,1.58708096
182.21,1.58639648
182.28,1.58673872
182.34,1.58662464
182.4,1.58651056
182.46,1.58605424
182.53,1.58639648
182.6,1.58639648
182.66,1.58594016
182.73,1.5862824
182.79,1.58639648
182.86,1.58616832
182.92,1.58662464
182.99,1.58605424
183.06,1.58582608
183.13,1.58582608
183.19,1.58616832
183.27,1.58582608
183.33,1.58594016
183.39,1.58605424
183.46,1.58639648
183.53,1.58582608
183.6,1.58639648
183.67,1.58594016
183.74,1.58605424
183.81,1.58582608
183.88,1.58559792
183.94,1.58616832
184.01,1.58605424
184.08,1.585712
184.15,1.58491344
184.23,1.58525568
184.3,1.58502752
184.37,1.58445712
184.44,1.58491344
184.51,1.58491344
184.59,1.58388672
184.66,1.5845712
184.72,1.5845712
184.78,1.5851416
184.86,1.58525568
184.93,1.5845712
185,1.58502752
185.08,1.58445712
185.15,1.58525568
185.23,1.58468528
185.29,1.58479936
185.36,1.58434304
185.44,1.58411488
185.52,1.58388672
185.59,1.58468528
185.67,1.58445712
185.73,1.5834304
185.79,1.58502752
185.86,1.58377264
185.94,1.58434304
186.03,1.58434304
186.1,1.5840008
186.17,1.58468528
186.24,1.5845712
186.3,1.58286
186.38,1.58422896
186.45,1.58251776
186.52,1.58297408
186.59,1.5834304
186.66,1.58274592
186.74,1.58502752
186.82,1.5834304
186.89,1.59004704
186.96,1.58993296
187.03,1.58981888
187.11,1.58981888
187.18,1.5897048
187.25,1.58959072
187.32,1.58959072
187.4,1.58947664
187.47,1.58947664
187.54,1.58947664
187.61,1.58936256
187.68,1.58947664
187.74,1.5891344
187.81,1.58902032
187.88,1.58902032
187.95,1.58890624
188.02,1.58890624
188.34,1.59814672
188.42,1.59780448
188.49,1.5976904
188.55,1.59757632
188.61,1.59757632
188.68,1.59757632
188.75,1.59746224
188.82,1.59734816
188.9,1.59723408
188.97,1.59723408
189.05,1.59712
189.1,1.59712
189.17,1.59700592
189.25,1.59700592
189.32,1.59689184
189.41,1.59677776
189.48,1.59666368
189.55,1.59666368
189.61,1.59666368
189.68,1.59632144
189.75,1.59632144
189.84,1.59609328
189.92,1.59620736
189.99,1.59609328
190.05,1.5959792
190.12,1.59586512
190.19,1.59586512
190.27,1.59586512
190.34,1.59586512
190.41,1.59575104
190.49,1.59563696
190.56,1.59563696
190.64,1.59563696
190.71,1.59552288
190.79,1.59552288
190.86,1.5954088
190.93,1.5954088
191.01,1.59529472
191.08,1.59518064
191.16,1.59518064
191.23,1.59506656
191.31,1.59495248
191.38,1.59495248
191.46,1.5948384
191.53,1.5948384
191.6,1.59472432
191.67,1.59461024
191.75,1.59461024
191.82,1.59449616
191.9,1.59438208
191.97,1.594268
192.04,1.594268
192.13,1.594268
192.2,1.59415392
192.27,1.59403984
192.35,1.59392576
192.41,1.59392576
192.48,1.59392576
192.55,1.59381168
192.63,1.5936976
192.71,1.5936976
192.78,1.59358352
192.85,1.59346944
192.91,1.59335536
192.98,1.59335536
193.05,1.59335536
193.13,1.59324128
193.2,1.59324128
193.27,1.5931272
193.33,1.5931272
193.39,1.59289904
193.46,1.59289904
193.53,1.59289904
193.6,1.59267088
193.67,1.5925568
193.73,1.59244272
193.79,1.59232864
193.85,1.59232864
193.91,1.59221456
193.97,1.59221456
194.03,1.59221456
194.1,1.59210048
194.34,1.5919864
194.4,1.59187232
194.45,1.59175824
194.51,1.59164416
194.57,1.59175824
194.63,1.59164416
194.69,1.59153008
194.74,1.59153008
194.8,1.59153008
194.85,1.59153008
194.91,1.591416
194.96,1.59130192
195.02,1.59107376
195.08,1.59107376
195.13,1.59107376
195.18,1.59095968
195.24,1.59095968
195.29,1.5908456
195.34,1.5908456
195.52,1.59061744
195.58,1.59061744
195.64,1.59050336
195.69,1.59061744
195.75,1.59050336
195.8,1.59038928
195.86,1.59038928
195.91,1.59038928
195.97,1.5902752
196.02,1.5902752
196.08,1.5902752
196.13,1.59016112
196.18,1.59016112
196.24,1.59016112
196.29,1.59016112
196.35,1.59004704
196.4,1.59004704
196.46,1.59004704
196.52,1.59004704
196.58,1.59004704
196.64,1.59004704
196.69,1.59004704
196.74,1.58993296
196.8,1.58993296
196.85,1.58981888
196.91,1.58981888
196.97,1.5897048
197.04,1.58981888
197.1,1.5897048
197.15,1.5897048
197.2,1.58959072
197.25,1.5897048
197.32,1.58959072
197.38,1.58959072
197.45,1.58959072
197.5,1.58947664
197.56,1.58936256
197.61,1.58936256
197.67,1.58936256
197.72,1.58924848
197.78,1.5891344
197.84,1.5891344
197.89,1.5891344
197.96,1.58902032
198.02,1.58902032
198.08,1.58890624
198.14,1.58890624
198.2,1.58890624
198.26,1.58879216
198.32,1.58879216
198.38,1.58867808
198.43,1.588564
198.5,1.588564
198.56,1.58844992
198.61,1.58844992
198.67,1.58844992
198.73,1.58833584
198.79,1.58822176
198.84,1.58822176
198.9,1.58810768
198.96,1.5879936
199.02,1.58787952
199.08,1.58833584
199.13,1.58776544
199.19,1.58765136
199.25,1.58753728
199.3,1.58753728
199.36,1.5874232
199.41,1.58730912
199.47,1.58719504
199.53,1.58708096
199.58,1.58708096
199.64,1.58696688
199.68,1.58708096
199.75,1.58696688
199.8,1.5868528
199.86,1.5868528
199.91,1.5868528
200,1.5868528
200.3,1.58673872
200.37,1.58673872
200.42,1.58673872
200.47,1.58662464
200.52,1.58662464
200.56,1.58651056
200.6,1.58651056
200.66,1.58651056
200.71,1.58639648
200.77,1.58639648
200.83,1.5862824
200.89,1.5862824
200.94,1.58616832
200.99,1.58605424
201.03,1.58605424
201.08,1.58594016
201.13,1.585712
201.18,1.58582608
201.24,1.58582608
201.3,1.58582608
201.35,1.58582608
201.4,1.58582608
201.45,1.58559792
201.48,1.58559792
201.54,1.58559792
201.59,1.58536976
201.64,1.58536976
201.69,1.58536976
201.74,1.58525568
201.79,1.5851416
201.84,1.5851416
201.89,1.58502752
202.01,1.58491344
202.11,1.58479936
202.16,1.58468528
202.2,1.5845712
202.25,1.58445712
202.3,1.58434304
202.34,1.58434304
202.39,1.58434304
202.42,1.58434304
202.47,1.58445712
202.51,1.58445712
202.55,1.5845712
202.75,1.58434304
202.79,1.58422896
202.83,1.58411488
202.87,1.58411488
202.91,1.5840008
202.95,1.58388672
203,1.58365856
203.04,1.58354448
203.08,1.58320224
203.12,1.58320224
203.16,1.58320224
203.21,1.58331632
203.25,1.58331632
203.29,1.58320224
203.33,1.58308816
203.37,1.58308816
203.42,1.58320224
203.46,1.58320224
203.5,1.58308816
203.54,1.58308816
203.58,1.58308816
203.62,1.58308816
203.66,1.58331632
203.69,1.5834304
203.74,1.58331632
203.78,1.5834304
203.82,1.58331632
203.86,1.58331632
203.9,1.58331632
203.94,1.58320224
203.97,1.58308816
204.01,1.58308816
204.05,1.58308816
204.09,1.58297408
204.14,1.58297408
204.18,1.58297408
204.22,1.58297408
204.26,1.58286
204.29,1.58286
204.33,1.58274592
204.36,1.58263184
204.39,1.58263184
204.43,1.58251776
204.58,1.5834304
204.62,1.5834304
204.66,1.5834304
204.7,1.58331632
204.73,1.58331632
204.76,1.58331632
204.79,1.58320224
204.83,1.58320224
204.86,1.58320224
204.9,1.58320224
204.94,1.58297408
204.98,1.58297408
205.02,1.58297408
205.07,1.58297408
205.11,1.58286
205.14,1.58286
205.18,1.58274592
205.21,1.58263184
205.24,1.5822896
205.29,1.58263184
205.33,1.58263184
205.36,1.58263184
205.4,1.58251776
205.44,1.58263184
205.48,1.58251776
205.52,1.58240368
205.56,1.5822896
205.6,1.5822896
205.64,1.58217552
205.68,1.58217552
205.72,1.58217552
205.76,1.5822896
205.8,1.58217552
205.85,1.58217552
205.89,1.58206144
205.93,1.58217552
205.97,1.58194736
206.01,1.58194736
206.05,1.58194736
206.1,1.58194736
206.14,1.58183328
206.18,1.58183328
206.22,1.58183328
206.27,1.5817192
206.31,1.5817192
206.35,1.5817192
206.39,1.58160512
206.44,1.58160512
206.48,1.58160512
206.53,1.58149104
206.57,1.58149104
206.61,1.58137696
206.65,1.58137696
206.7,1.58126288
206.75,1.58126288
206.79,1.58126288
206.84,1.58126288
206.88,1.58126288
206.92,1.5811488
206.97,1.58103472
207.01,1.58103472
207.06,1.58103472
207.11,1.58092064
207.15,1.58092064
207.2,1.58092064
207.24,1.58080656
207.29,1.58069248
207.33,1.58080656
207.38,1.58069248
207.43,1.5805784
207.48,1.5805784
207.52,1.58046432
207.56,1.58046432
207.62,1.58046432
207.67,1.58035024
207.71,1.58035024
207.75,1.58023616
207.8,1.58012208
207.84,1.58012208
207.89,1.580008
207.94,1.580008
208,1.57989392
208.05,1.57989392
208.11,1.57977984
208.16,1.57977984
208.2,1.57977984
208.24,1.57977984
208.29,1.57966576
208.34,1.57955168
208.39,1.57955168
208.45,1.57955168
208.5,1.5794376
208.55,1.57932352
208.6,1.57932352
208.65,1.57920944
208.69,1.57920944
208.74,1.57920944
208.8,1.57909536
208.86,1.57909536
208.91,1.57898128
208.97,1.57898128
209.02,1.5788672
209.07,1.5788672
209.11,1.57875312
209.17,1.57875312
209.22,1.57863904
209.27,1.57863904
209.32,1.57863904
209.38,1.57863904
209.44,1.57852496
209.49,1.57852496
209.54,1.5782968
209.59,1.5782968
209.65,1.57818272
209.71,1.57806864
209.77,1.57795456
209.82,1.57795456
209.87,1.57795456
209.93,1.57784048
209.99,1.5777264
210.04,1.57761232
210.1,1.57761232
210.16,1.57761232
210.21,1.57761232
210.27,1.57749824
210.33,1.57738416
210.38,1.57738416
210.44,1.57738416
210.5,1.57727008
210.56,1.577156
210.62,1.577156
210.68,1.57704192
210.73,1.57704192
210.79,1.57692784
210.86,1.57681376
210.91,1.57681376
210.97,1.57681376
211.03,1.57669968
211.09,1.57669968
211.15,1.57669968
211.21,1.5765856
211.27,1.57647152
211.32,1.57635744
211.38,1.57624336
211.45,1.57624336
211.52,1.57612928
211.58,1.57612928
211.64,1.57612928
211.69,1.5760152
211.75,1.57578704
211.82,1.57578704
211.89,1.57567296
211.95,1.57555888
212.01,1.57555888
212.07,1.5754448
212.13,1.5754448
212.19,1.57533072
212.25,1.57521664
212.32,1.57521664
212.38,1.57521664
212.45,1.57510256
212.51,1.57498848
212.57,1.57498848
212.63,1.5748744
212.7,1.57476032
212.78,1.57476032
212.84,1.57464624
212.9,1.57453216
212.96,1.57441808
213.02,1.574304
213.09,1.574304
213.15,1.57418992
213.22,1.57407584
213.28,1.57396176
213.35,1.57396176
213.42,1.57396176
213.48,1.57384768
213.55,1.5737336
213.62,1.5737336
213.68,1.57361952
213.75,1.57361952
213.82,1.57361952
213.88,1.57339136
213.95,1.57339136
214.02,1.57327728
214.09,1.57327728
214.15,1.5731632
214.22,1.57304912
214.28,1.57293504
214.36,1.57282096
214.43,1.57282096
214.5,1.57282096
214.56,1.57270688
214.63,1.5725928
214.69,1.57247872
214.76,1.57247872
214.83,1.57236464
214.9,1.57236464
214.97,1.57225056
215.04,1.57213648
215.09,1.5720224
215.16,1.5720224
215.24,1.57190832
215.3,1.57179424
215.37,1.57179424
215.43,1.57168016
215.5,1.57156608
215.56,1.57156608
215.63,1.571452
215.7,1.57133792
215.78,1.57122384
215.84,1.57122384
215.9,1.57110976
215.96,1.57099568
216.03,1.5708816
216.42,1.57042528
216.49,1.57019712
216.57,1.57008304
216.64,1.57008304
216.7,1.57008304
216.75,1.56996896
216.82,1.56996896
216.89,1.5697408
216.96,1.5697408
217.03,1.56962672
217.1,1.56951264
217.16,1.56939856
217.23,1.56939856
217.3,1.56928448
217.37,1.56928448
217.44,1.56928448
217.51,1.56905632
217.58,1.56894224
217.64,1.56894224
217.71,1.56871408
217.78,1.5686
217.85,1.56848592
217.92,1.56848592
217.99,1.56837184
218.06,1.56837184
218.12,1.56825776
218.19,1.56814368
218.26,1.5680296
218.33,1.56791552
218.4,1.5680296
218.47,1.56791552
218.53,1.56780144
218.61,1.56768736
218.68,1.56768736
218.74,1.56757328
218.81,1.56757328
218.89,1.56734512
218.95,1.56734512
219,1.56723104
219.08,1.56734512
219.15,1.56700288
219.23,1.56700288
219.3,1.5668888
219.35,1.5668888
219.72,1.56654656
219.77,1.56654656
219.85,1.56643248
219.93,1.5663184
220,1.56620432
220.07,1.56609024
220.13,1.56609024
220.19,1.56597616
220.26,1.56586208
220.35,1.565748
220.42,1.56563392
220.49,1.56563392
220.56,1.56551984
220.62,1.56551984
220.68,1.56540576
220.76,1.56529168
220.83,1.56529168
220.9,1.5651776
220.97,1.56506352
221.05,1.56494944
221.12,1.56494944
221.19,1.56483536
221.26,1.56483536
221.33,1.56472128
221.41,1.5646072
221.48,1.56449312
221.55,1.56449312
221.63,1.56437904
221.7,1.56437904
221.77,1.56426496
221.84,1.5640368
221.91,1.5640368
221.98,1.56392272
222.06,1.56380864
222.13,1.56380864
222.21,1.56369456
222.28,1.56358048
222.35,1.56335232
222.42,1.56335232
222.5,1.56323824
222.57,1.56312416
222.64,1.56312416
222.71,1.56301008
222.79,1.562896
222.85,1.56278192
222.93,1.56278192
223.01,1.56266784
223.08,1.56255376
223.15,1.56243968
223.22,1.5623256
223.29,1.5623256
223.37,1.56221152
223.45,1.56209744
223.67,1.56209744
223.76,1.5617552
223.92,1.56152704
223.99,1.56141296
224.06,1.56129888
224.13,1.56129888
224.22,1.5611848
224.3,1.56107072
224.37,1.56095664
224.44,1.56084256
224.51,1.56072848
224.59,1.56072848
224.66,1.5606144
224.75,1.5606144
224.82,1.56050032
224.9,1.56038624
224.98,1.56027216
225.06,1.56015808
225.13,1.560044
225.22,1.560044
225.29,1.55992992
225.37,1.55981584
225.45,1.55970176
225.53,1.55958768
225.61,1.5594736
225.69,1.5594736
225.77,1.55935952
225.86,1.55924544
